True_Label,IMSeekr_Score
0,0.188
0,0
0,0.347
0,0
0,0
0,0
0,0
0,0
0,0.385
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.402
0,0
0,0
0,0
0,0
0,0
0,0
0,0.259
0,0
0,0
0,0
0,0.195
0,0
0,0
0,0
0,0
0,0.459
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.326
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.489
0,0
0,0
0,0
0,0.238
0,0
0,0.364
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.462
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.402
0,0
0,0.175
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.379
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.467
0,0
0,0
0,0
0,0
0,0.348
0,0.162
0,0
0,0.303
0,0
0,0.286
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.349
0,0
0,0.352
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.362
0,0.349
0,0
0,0
0,0
0,0
0,0
0,0.495
0,0.391
0,0
0,0
0,0
0,0.382
0,0
0,0.309
0,0
0,0
0,0
0,0.375
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.179
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.221
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.356
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.341
0,0
0,0
0,0
0,0.41
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.281
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.219
0,0
0,0
0,0
0,0
0,0.487
0,0
0,0
0,0.29
0,0
0,0
0,0
0,0.425
0,0.22
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.283
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.515
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.277
0,0
0,0
0,0.303
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.33
0,0
0,0
0,0
0,0
0,0
0,0
0,0.408
0,0
0,0.337
0,0
0,0
0,0.296
0,0
0,0.216
0,0
0,0.256
0,0
0,0.468
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.558
0,0.365
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.527
0,0.261
0,0.28
0,0
0,0.394
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.195
0,0
0,0
0,0.394
0,0
0,0.383
0,0
0,0
0,0
0,0
0,0.361
0,0.216
0,0
0,0
0,0.413
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.31
0,0
0,0
0,0
0,0
0,0.281
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.257
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.454
0,0.16
0,0.27
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.474
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.303
0,0
0,0.306
0,0
0,0
0,0.356
0,0
0,0
0,0.401
0,0.361
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.453
0,0
0,0
0,0
0,0
0,0
0,0.336
0,0
0,0
0,0
0,0
