New_ID,iMab100nM_6.5_5,imseeker
V2_IMOTIF_1621,22.32,0.399
V2_IMOTIF_1622,30.25,0.173
V2_IMOTIF_1623,26.59,0.171
V2_IMOTIF_1624,29.35,0.407
V2_IMOTIF_1625,31.09,0.496
V2_IMOTIF_1626,30.39,0.419
V2_IMOTIF_1627,18.43,0.0
V2_IMOTIF_1628,1.24,0.0
V2_IMOTIF_1629,28.15,0.442
V2_IMOTIF_163,-0.44,0.0
V2_IMOTIF_1630,27.73,0.293
V2_IMOTIF_1631,23.58,0.372
V2_IMOTIF_1632,24.97,0.385
V2_IMOTIF_1633,25.42,0.34
V2_IMOTIF_1634,23.91,0.361
V2_IMOTIF_1635,42.31,0.315
V2_IMOTIF_1636,25.61,0.309
V2_IMOTIF_1637,32.07,0.304
V2_IMOTIF_1638,24.25,0.345
V2_IMOTIF_1639,43.91,0.286
V2_IMOTIF_164,-0.41,0.0
V2_IMOTIF_1640,35.78,0.288
V2_IMOTIF_1641,27.06,0.0
V2_IMOTIF_1642,30.26,0.314
V2_IMOTIF_1643,31.62,0.438
V2_IMOTIF_1644,39.08,0.226
V2_IMOTIF_1645,34.44,0.224
V2_IMOTIF_1646,22.72,0.347
V2_IMOTIF_1647,23.57,0.369
V2_IMOTIF_1648,26.11,0.296
V2_IMOTIF_1649,36.69,0.271
V2_IMOTIF_165,-0.44,0.0
V2_IMOTIF_1650,39.23,0.287
V2_IMOTIF_1651,25.74,0.359
V2_IMOTIF_1652,34.52,0.291
V2_IMOTIF_1653,27.04,0.276
V2_IMOTIF_1654,33.31,0.277
V2_IMOTIF_1655,33.14,0.0
V2_IMOTIF_1656,27.3,0.291
V2_IMOTIF_1657,35.35,0.287
V2_IMOTIF_1658,48.15,0.328
V2_IMOTIF_1659,32.17,0.305
V2_IMOTIF_166,-0.41,0.0
V2_IMOTIF_1660,30.53,0.297
V2_IMOTIF_1661,41.25,0.235
V2_IMOTIF_1662,37.55,0.291
V2_IMOTIF_1663,29.03,0.296
V2_IMOTIF_1664,33.57,0.236
V2_IMOTIF_1665,25.59,0.296
V2_IMOTIF_1666,43.31,0.291
V2_IMOTIF_1667,46.63,0.219
V2_IMOTIF_1668,52.16,0.219
V2_IMOTIF_1669,44.09,0.235
V2_IMOTIF_167,-0.51,0.0
V2_IMOTIF_1670,35.14,0.245
V2_IMOTIF_1671,32.01,0.305
V2_IMOTIF_1672,27.81,0.0
V2_IMOTIF_1673,24.62,0.0
V2_IMOTIF_1674,35.81,0.302
V2_IMOTIF_1675,42.0,0.306
V2_IMOTIF_1676,33.85,0.249
V2_IMOTIF_1677,21.58,0.418
V2_IMOTIF_1678,20.1,0.474
V2_IMOTIF_1679,20.34,0.0
V2_IMOTIF_168,-0.37,0.0
V2_IMOTIF_1680,34.51,0.211
V2_IMOTIF_1681,42.66,0.223
V2_IMOTIF_1682,33.3,0.271
V2_IMOTIF_1683,44.06,0.28
V2_IMOTIF_1684,40.87,0.296
V2_IMOTIF_1685,36.93,0.253
V2_IMOTIF_1686,33.33,0.301
V2_IMOTIF_1687,33.58,0.321
V2_IMOTIF_1688,39.69,0.339
V2_IMOTIF_1689,22.66,0.412
V2_IMOTIF_169,-0.45,0.0
V2_IMOTIF_1690,36.23,0.378
V2_IMOTIF_1691,46.46,0.28
V2_IMOTIF_1692,44.74,0.299
V2_IMOTIF_1693,43.9,0.32
V2_IMOTIF_1694,51.6,0.207
V2_IMOTIF_1695,52.29,0.207
V2_IMOTIF_1696,42.19,0.216
V2_IMOTIF_1697,47.46,0.28
V2_IMOTIF_1698,43.29,0.28
V2_IMOTIF_1699,20.04,0.199
V2_IMOTIF_17,-0.44,0.0
V2_IMOTIF_170,-0.48,0.0
V2_IMOTIF_1700,51.44,0.209
V2_IMOTIF_1701,40.36,0.257
V2_IMOTIF_1702,42.56,0.258
V2_IMOTIF_1703,43.73,0.284
V2_IMOTIF_1704,41.83,0.235
V2_IMOTIF_1705,44.21,0.237
V2_IMOTIF_1706,44.54,0.247
V2_IMOTIF_1707,30.92,0.247
V2_IMOTIF_1708,51.88,0.238
V2_IMOTIF_1709,33.4,0.238
V2_IMOTIF_171,-0.42,0.0
V2_IMOTIF_1710,35.27,0.241
V2_IMOTIF_1711,40.0,0.301
V2_IMOTIF_1712,34.3,0.315
V2_IMOTIF_1713,25.6,0.317
V2_IMOTIF_1714,29.77,0.32
V2_IMOTIF_1715,27.47,0.253
V2_IMOTIF_1716,27.78,0.301
V2_IMOTIF_1717,36.69,0.263
V2_IMOTIF_1718,28.58,0.306
V2_IMOTIF_1719,35.89,0.43
V2_IMOTIF_172,-0.48,0.0
V2_IMOTIF_1720,32.4,0.347
V2_IMOTIF_1721,32.14,0.344
V2_IMOTIF_1722,46.14,0.32
V2_IMOTIF_1723,34.71,0.361
V2_IMOTIF_1724,22.54,0.0
V2_IMOTIF_1725,14.29,0.0
V2_IMOTIF_1726,23.76,0.321
V2_IMOTIF_1727,35.26,0.275
V2_IMOTIF_1728,29.42,0.331
V2_IMOTIF_1729,27.26,0.357
V2_IMOTIF_173,-0.43,0.0
V2_IMOTIF_1730,14.88,0.385
V2_IMOTIF_1731,20.48,0.0
V2_IMOTIF_1732,34.72,0.342
V2_IMOTIF_1733,31.08,0.336
V2_IMOTIF_1734,7.43,0.0
V2_IMOTIF_1735,16.92,0.0
V2_IMOTIF_1736,52.36,0.317
V2_IMOTIF_1737,28.91,0.352
V2_IMOTIF_1738,21.4,0.0
V2_IMOTIF_1739,25.95,0.0
V2_IMOTIF_174,-0.42,0.0
V2_IMOTIF_1740,25.83,0.0
V2_IMOTIF_1741,23.39,0.0
V2_IMOTIF_1742,14.82,0.0
V2_IMOTIF_1743,14.27,0.0
V2_IMOTIF_1744,15.62,0.0
V2_IMOTIF_1745,21.95,0.387
V2_IMOTIF_1746,19.94,0.386
V2_IMOTIF_1747,35.2,0.301
V2_IMOTIF_1748,31.74,0.323
V2_IMOTIF_1749,23.05,0.3
V2_IMOTIF_175,-0.42,0.0
V2_IMOTIF_1750,31.37,0.316
V2_IMOTIF_1751,2.2,0.0
V2_IMOTIF_1752,15.42,0.391
V2_IMOTIF_1753,27.61,0.289
V2_IMOTIF_1754,17.74,0.0
V2_IMOTIF_1755,41.25,0.216
V2_IMOTIF_1756,42.49,0.239
V2_IMOTIF_1757,53.34,0.248
V2_IMOTIF_1758,40.02,0.301
V2_IMOTIF_1759,38.2,0.305
V2_IMOTIF_176,-0.45,0.0
V2_IMOTIF_1760,23.98,0.374
V2_IMOTIF_1761,26.91,0.291
V2_IMOTIF_1762,20.37,0.313
V2_IMOTIF_1763,41.11,0.316
V2_IMOTIF_1764,2.85,0.0
V2_IMOTIF_1765,2.69,0.465
V2_IMOTIF_1766,31.24,0.231
V2_IMOTIF_1767,23.76,0.245
V2_IMOTIF_1768,18.8,0.0
V2_IMOTIF_1769,38.05,0.265
V2_IMOTIF_177,-0.44,0.0
V2_IMOTIF_1770,27.91,0.271
V2_IMOTIF_1771,51.93,0.209
V2_IMOTIF_1772,51.37,0.211
V2_IMOTIF_1773,42.93,0.22
V2_IMOTIF_1774,24.36,0.313
V2_IMOTIF_1775,9.8,0.134
V2_IMOTIF_1776,35.63,0.287
V2_IMOTIF_1777,24.47,0.306
V2_IMOTIF_1778,38.52,0.279
V2_IMOTIF_1779,36.51,0.286
V2_IMOTIF_178,-0.42,0.0
V2_IMOTIF_1780,33.86,0.223
V2_IMOTIF_1781,28.98,0.218
V2_IMOTIF_1782,35.45,0.269
V2_IMOTIF_1783,35.33,0.212
V2_IMOTIF_1784,37.6,0.23
V2_IMOTIF_1785,39.35,0.333
V2_IMOTIF_1786,16.41,0.0
V2_IMOTIF_1787,46.34,0.305
V2_IMOTIF_1788,21.94,0.425
V2_IMOTIF_1789,23.99,0.355
V2_IMOTIF_179,-0.47,0.0
V2_IMOTIF_1790,26.17,0.294
V2_IMOTIF_1791,37.22,0.282
V2_IMOTIF_1792,27.05,0.316
V2_IMOTIF_1793,26.24,0.315
V2_IMOTIF_1794,49.26,0.21
V2_IMOTIF_1795,38.76,0.207
V2_IMOTIF_1796,48.33,0.207
V2_IMOTIF_1797,44.94,0.207
V2_IMOTIF_1798,45.21,0.227
V2_IMOTIF_1799,49.26,0.28
V2_IMOTIF_18,-0.41,0.0
V2_IMOTIF_180,-0.36,0.0
V2_IMOTIF_1800,36.69,0.276
V2_IMOTIF_1801,40.22,0.227
V2_IMOTIF_1802,34.99,0.307
V2_IMOTIF_1803,42.67,0.28
V2_IMOTIF_1804,10.51,0.276
V2_IMOTIF_1805,38.7,0.237
V2_IMOTIF_1806,44.25,0.354
V2_IMOTIF_1807,38.28,0.353
V2_IMOTIF_1808,47.66,0.334
V2_IMOTIF_1809,52.99,0.338
V2_IMOTIF_181,-0.42,0.0
V2_IMOTIF_1810,32.36,0.314
V2_IMOTIF_1811,32.93,0.322
V2_IMOTIF_1812,21.12,0.262
V2_IMOTIF_1813,32.0,0.321
V2_IMOTIF_1814,29.03,0.377
V2_IMOTIF_1815,14.97,0.317
V2_IMOTIF_1816,22.73,0.0
V2_IMOTIF_1817,44.4,0.329
V2_IMOTIF_1818,29.96,0.334
V2_IMOTIF_1819,38.07,0.286
V2_IMOTIF_182,-0.53,0.0
V2_IMOTIF_1820,38.45,0.285
V2_IMOTIF_1821,49.37,0.236
V2_IMOTIF_1822,31.68,0.242
V2_IMOTIF_1823,36.91,0.247
V2_IMOTIF_1824,38.07,0.307
V2_IMOTIF_1825,34.0,0.352
V2_IMOTIF_1826,35.64,0.227
V2_IMOTIF_1827,31.16,0.221
V2_IMOTIF_1828,27.28,0.22
V2_IMOTIF_1829,31.2,0.269
V2_IMOTIF_183,-0.45,0.0
V2_IMOTIF_1830,34.79,0.28
V2_IMOTIF_1831,35.09,0.258
V2_IMOTIF_1832,40.0,0.21
V2_IMOTIF_1833,44.06,0.21
V2_IMOTIF_1834,46.7,0.207
V2_IMOTIF_1835,48.98,0.207
V2_IMOTIF_1836,44.44,0.207
V2_IMOTIF_1837,56.99,0.21
V2_IMOTIF_1838,44.31,0.265
V2_IMOTIF_1839,37.93,0.3
V2_IMOTIF_184,-0.44,0.0
V2_IMOTIF_1840,50.01,0.235
V2_IMOTIF_1841,36.51,0.237
V2_IMOTIF_1842,24.7,0.334
V2_IMOTIF_1843,39.51,0.334
V2_IMOTIF_1844,29.91,0.354
V2_IMOTIF_1845,35.52,0.354
V2_IMOTIF_1846,35.64,0.353
V2_IMOTIF_1847,37.83,0.281
V2_IMOTIF_1848,46.93,0.287
V2_IMOTIF_1849,46.98,0.338
V2_IMOTIF_185,-0.47,0.0
V2_IMOTIF_1850,31.95,0.329
V2_IMOTIF_1851,49.62,0.253
V2_IMOTIF_1852,52.65,0.253
V2_IMOTIF_1853,45.89,0.214
V2_IMOTIF_1854,53.19,0.214
V2_IMOTIF_1855,42.5,0.216
V2_IMOTIF_1856,33.97,0.275
V2_IMOTIF_1857,40.91,0.241
V2_IMOTIF_1858,45.41,0.28
V2_IMOTIF_1859,44.88,0.209
V2_IMOTIF_186,-0.45,0.0
V2_IMOTIF_1860,47.84,0.211
V2_IMOTIF_1861,42.38,0.22
V2_IMOTIF_1862,36.24,0.333
V2_IMOTIF_1863,32.23,0.337
V2_IMOTIF_1864,24.94,0.333
V2_IMOTIF_1865,37.46,0.272
V2_IMOTIF_1866,27.21,0.275
V2_IMOTIF_1867,32.63,0.236
V2_IMOTIF_1868,19.17,0.0
V2_IMOTIF_1869,35.59,0.211
V2_IMOTIF_187,-0.48,0.0
V2_IMOTIF_1870,43.96,0.21
V2_IMOTIF_1871,55.6,0.207
V2_IMOTIF_1872,43.07,0.207
V2_IMOTIF_1873,47.88,0.21
V2_IMOTIF_1874,44.48,0.21
V2_IMOTIF_1875,45.84,0.207
V2_IMOTIF_1876,40.45,0.334
V2_IMOTIF_1877,41.2,0.324
V2_IMOTIF_1878,38.09,0.341
V2_IMOTIF_1879,35.86,0.289
V2_IMOTIF_188,-0.32,0.0
V2_IMOTIF_1880,36.16,0.245
V2_IMOTIF_1881,25.58,0.379
V2_IMOTIF_1882,31.82,0.271
V2_IMOTIF_1883,51.3,0.372
V2_IMOTIF_1884,52.48,0.323
V2_IMOTIF_1885,47.33,0.33
V2_IMOTIF_1886,48.23,0.33
V2_IMOTIF_1887,42.78,0.214
V2_IMOTIF_1888,38.96,0.214
V2_IMOTIF_1889,46.83,0.323
V2_IMOTIF_189,-0.35,0.0
V2_IMOTIF_1890,33.79,0.369
V2_IMOTIF_1891,17.36,0.44
V2_IMOTIF_1892,34.42,0.326
V2_IMOTIF_1893,36.21,0.317
V2_IMOTIF_1894,26.57,0.324
V2_IMOTIF_1895,32.05,0.22
V2_IMOTIF_1896,36.97,0.243
V2_IMOTIF_1897,37.14,0.216
V2_IMOTIF_1898,32.26,0.335
V2_IMOTIF_1899,38.96,0.336
V2_IMOTIF_19,-0.04,0.0
V2_IMOTIF_190,-0.44,0.0
V2_IMOTIF_1900,40.8,0.337
V2_IMOTIF_1901,38.55,0.427
V2_IMOTIF_1902,22.51,0.4
V2_IMOTIF_1903,34.55,0.259
V2_IMOTIF_1904,35.83,0.307
V2_IMOTIF_1905,29.42,0.342
V2_IMOTIF_1906,31.6,0.349
V2_IMOTIF_1907,16.54,0.362
V2_IMOTIF_1908,21.85,0.367
V2_IMOTIF_1909,22.75,0.274
V2_IMOTIF_191,-0.36,0.0
V2_IMOTIF_1910,13.77,0.478
V2_IMOTIF_1911,23.03,0.433
V2_IMOTIF_1912,17.62,0.43
V2_IMOTIF_1913,29.72,0.275
V2_IMOTIF_1914,31.01,0.374
V2_IMOTIF_1915,22.76,0.398
V2_IMOTIF_1916,28.91,0.345
V2_IMOTIF_1917,25.3,0.424
V2_IMOTIF_1918,29.52,0.429
V2_IMOTIF_1919,24.94,0.478
V2_IMOTIF_192,-0.48,0.0
V2_IMOTIF_1920,23.49,0.41
V2_IMOTIF_1921,21.05,0.406
V2_IMOTIF_1922,27.3,0.231
V2_IMOTIF_1923,32.42,0.233
V2_IMOTIF_1924,33.85,0.38
V2_IMOTIF_1925,47.2,0.312
V2_IMOTIF_1926,61.46,0.309
V2_IMOTIF_1927,36.05,0.27
V2_IMOTIF_1928,46.2,0.206
V2_IMOTIF_1929,34.63,0.212
V2_IMOTIF_193,-0.44,0.0
V2_IMOTIF_1930,28.62,0.217
V2_IMOTIF_1931,22.36,0.362
V2_IMOTIF_1932,21.96,0.379
V2_IMOTIF_1933,21.15,0.296
V2_IMOTIF_1934,29.27,0.3
V2_IMOTIF_1935,32.88,0.301
V2_IMOTIF_1936,40.17,0.227
V2_IMOTIF_1937,36.62,0.284
V2_IMOTIF_1938,30.08,0.256
V2_IMOTIF_1939,38.31,0.271
V2_IMOTIF_194,3.28,0.0
V2_IMOTIF_1940,30.56,0.349
V2_IMOTIF_1941,23.55,0.311
V2_IMOTIF_1942,30.63,0.367
V2_IMOTIF_1943,21.73,0.371
V2_IMOTIF_1944,18.27,0.37
V2_IMOTIF_1945,27.58,0.329
V2_IMOTIF_1946,19.01,0.358
V2_IMOTIF_1947,20.62,0.36
V2_IMOTIF_1948,20.27,0.364
V2_IMOTIF_1949,32.68,0.294
V2_IMOTIF_195,-0.43,0.0
V2_IMOTIF_1950,35.48,0.348
V2_IMOTIF_1951,25.2,0.342
V2_IMOTIF_1952,31.83,0.254
V2_IMOTIF_1953,32.2,0.351
V2_IMOTIF_1954,26.69,0.257
V2_IMOTIF_1955,24.3,0.26
V2_IMOTIF_1956,22.46,0.313
V2_IMOTIF_1957,24.26,0.323
V2_IMOTIF_1958,30.76,0.307
V2_IMOTIF_1959,26.68,0.375
V2_IMOTIF_196,-0.42,0.0
V2_IMOTIF_1960,23.55,0.0
V2_IMOTIF_1961,38.61,0.215
V2_IMOTIF_1962,32.48,0.215
V2_IMOTIF_1963,38.58,0.228
V2_IMOTIF_1964,31.58,0.23
V2_IMOTIF_1965,20.17,0.433
V2_IMOTIF_1966,42.59,0.247
V2_IMOTIF_1967,37.68,0.303
V2_IMOTIF_1968,47.69,0.216
V2_IMOTIF_1969,40.39,0.236
V2_IMOTIF_197,-0.41,0.0
V2_IMOTIF_1970,43.27,0.242
V2_IMOTIF_1971,36.35,0.278
V2_IMOTIF_1972,41.35,0.278
V2_IMOTIF_1973,43.68,0.271
V2_IMOTIF_1974,41.14,0.274
V2_IMOTIF_1975,47.14,0.274
V2_IMOTIF_1976,39.93,0.255
V2_IMOTIF_1977,41.76,0.228
V2_IMOTIF_1978,29.29,0.236
V2_IMOTIF_1979,41.91,0.249
V2_IMOTIF_198,-0.43,0.0
V2_IMOTIF_1980,46.19,0.258
V2_IMOTIF_1981,36.13,0.317
V2_IMOTIF_1982,47.49,0.295
V2_IMOTIF_1983,47.42,0.362
V2_IMOTIF_1984,43.53,0.36
V2_IMOTIF_1985,53.47,0.356
V2_IMOTIF_1986,30.09,0.372
V2_IMOTIF_1987,41.21,0.341
V2_IMOTIF_1988,43.14,0.378
V2_IMOTIF_1989,27.71,0.287
V2_IMOTIF_199,-0.39,0.0
V2_IMOTIF_1990,31.65,0.29
V2_IMOTIF_1991,27.05,0.378
V2_IMOTIF_1992,33.52,0.273
V2_IMOTIF_1993,17.27,0.295
V2_IMOTIF_1994,16.93,0.341
V2_IMOTIF_1995,12.74,0.34
V2_IMOTIF_1996,18.46,0.325
V2_IMOTIF_1997,18.38,0.339
V2_IMOTIF_1998,36.18,0.386
V2_IMOTIF_1999,37.17,0.394
V2_IMOTIF_2,-0.43,0.0
V2_IMOTIF_20,-0.47,0.0
V2_IMOTIF_200,-0.48,0.0
V2_IMOTIF_2000,27.8,0.308
V2_IMOTIF_2001,28.12,0.32
V2_IMOTIF_2002,25.21,0.319
V2_IMOTIF_2003,31.35,0.36
V2_IMOTIF_2004,19.39,0.0
V2_IMOTIF_2005,32.71,0.282
V2_IMOTIF_2006,41.91,0.295
V2_IMOTIF_2007,26.36,0.317
V2_IMOTIF_2008,39.18,0.218
V2_IMOTIF_2009,41.2,0.307
V2_IMOTIF_201,-0.48,0.0
V2_IMOTIF_2010,28.43,0.313
V2_IMOTIF_2011,26.81,0.324
V2_IMOTIF_2012,19.89,0.237
V2_IMOTIF_2013,21.98,0.0
V2_IMOTIF_2014,16.22,0.252
V2_IMOTIF_2015,33.91,0.284
V2_IMOTIF_2016,23.12,0.29
V2_IMOTIF_2017,39.39,0.294
V2_IMOTIF_2018,36.46,0.328
V2_IMOTIF_2019,12.11,0.0
V2_IMOTIF_202,1.15,0.0
V2_IMOTIF_2020,21.29,0.32
V2_IMOTIF_2021,35.37,0.27
V2_IMOTIF_2022,36.1,0.298
V2_IMOTIF_2023,40.4,0.266
V2_IMOTIF_2024,34.5,0.265
V2_IMOTIF_2025,28.44,0.333
V2_IMOTIF_2026,34.35,0.376
V2_IMOTIF_2027,36.86,0.291
V2_IMOTIF_2028,20.22,0.331
V2_IMOTIF_2029,33.84,0.326
V2_IMOTIF_203,-0.44,0.0
V2_IMOTIF_2030,20.26,0.366
V2_IMOTIF_2031,24.24,0.375
V2_IMOTIF_2032,13.9,0.0
V2_IMOTIF_2033,38.39,0.311
V2_IMOTIF_2034,19.59,0.337
V2_IMOTIF_2035,27.13,0.335
V2_IMOTIF_2036,30.57,0.367
V2_IMOTIF_2037,27.33,0.384
V2_IMOTIF_2038,23.46,0.369
V2_IMOTIF_2039,19.08,0.346
V2_IMOTIF_204,-0.46,0.0
V2_IMOTIF_2040,34.74,0.25
V2_IMOTIF_2041,26.51,0.272
V2_IMOTIF_2042,26.39,0.32
V2_IMOTIF_2043,26.01,0.429
V2_IMOTIF_2044,37.29,0.336
V2_IMOTIF_2045,27.44,0.309
V2_IMOTIF_2046,21.36,0.272
V2_IMOTIF_2047,22.71,0.374
V2_IMOTIF_2048,26.83,0.238
V2_IMOTIF_2049,22.64,0.287
V2_IMOTIF_205,-0.46,0.0
V2_IMOTIF_2050,25.59,0.329
V2_IMOTIF_2051,23.27,0.0
V2_IMOTIF_2052,25.49,0.0
V2_IMOTIF_2053,18.46,0.438
V2_IMOTIF_2054,22.87,0.446
V2_IMOTIF_2055,29.56,0.332
V2_IMOTIF_2056,38.55,0.253
V2_IMOTIF_2057,40.08,0.3
V2_IMOTIF_2058,31.67,0.29
V2_IMOTIF_2059,43.53,0.305
V2_IMOTIF_206,-0.4,0.0
V2_IMOTIF_2060,15.19,0.325
V2_IMOTIF_2061,43.59,0.288
V2_IMOTIF_2062,45.24,0.323
V2_IMOTIF_2063,51.03,0.347
V2_IMOTIF_2064,23.29,0.345
V2_IMOTIF_2065,25.1,0.322
V2_IMOTIF_2066,14.12,0.329
V2_IMOTIF_2067,23.06,0.0
V2_IMOTIF_2068,28.73,0.315
V2_IMOTIF_2069,51.55,0.242
V2_IMOTIF_207,-0.42,0.0
V2_IMOTIF_2070,41.83,0.286
V2_IMOTIF_2071,38.69,0.282
V2_IMOTIF_2072,43.01,0.297
V2_IMOTIF_2073,30.82,0.323
V2_IMOTIF_2074,26.76,0.336
V2_IMOTIF_2075,37.44,0.292
V2_IMOTIF_2076,15.67,0.0
V2_IMOTIF_2077,36.35,0.374
V2_IMOTIF_2078,1.29,0.0
V2_IMOTIF_2079,34.81,0.343
V2_IMOTIF_208,-0.4,0.0
V2_IMOTIF_2080,28.31,0.248
V2_IMOTIF_2081,33.04,0.4
V2_IMOTIF_2082,36.74,0.345
V2_IMOTIF_2083,32.57,0.352
V2_IMOTIF_2084,25.41,0.192
V2_IMOTIF_2085,22.41,0.453
V2_IMOTIF_2086,18.59,0.453
V2_IMOTIF_2087,25.99,0.298
V2_IMOTIF_2088,21.71,0.298
V2_IMOTIF_2089,38.31,0.275
V2_IMOTIF_209,-0.4,0.0
V2_IMOTIF_2090,35.05,0.357
V2_IMOTIF_2091,21.39,0.437
V2_IMOTIF_2092,0.64,0.0
V2_IMOTIF_2093,16.83,0.0
V2_IMOTIF_2094,26.65,0.276
V2_IMOTIF_2095,50.83,0.326
V2_IMOTIF_2096,47.64,0.337
V2_IMOTIF_2097,12.11,0.379
V2_IMOTIF_2098,26.5,0.0
V2_IMOTIF_2099,21.76,0.0
V2_IMOTIF_21,-0.38,0.0
V2_IMOTIF_210,-0.45,0.0
V2_IMOTIF_2100,20.65,0.315
V2_IMOTIF_2101,24.2,0.35
V2_IMOTIF_2102,34.23,0.322
V2_IMOTIF_2103,35.63,0.355
V2_IMOTIF_2104,28.1,0.254
V2_IMOTIF_2105,28.43,0.344
V2_IMOTIF_2106,21.64,0.408
V2_IMOTIF_2107,26.64,0.321
V2_IMOTIF_2108,28.62,0.353
V2_IMOTIF_2109,16.03,0.352
V2_IMOTIF_211,-0.43,0.0
V2_IMOTIF_2110,12.46,0.353
V2_IMOTIF_2111,27.8,0.262
V2_IMOTIF_2112,42.06,0.321
V2_IMOTIF_2113,20.53,0.363
V2_IMOTIF_2114,4.85,0.0
V2_IMOTIF_2115,19.89,0.441
V2_IMOTIF_2116,18.65,0.384
V2_IMOTIF_2117,33.19,0.324
V2_IMOTIF_2118,29.27,0.324
V2_IMOTIF_2119,19.66,0.362
V2_IMOTIF_212,-0.48,0.0
V2_IMOTIF_2120,22.7,0.433
V2_IMOTIF_2121,17.62,0.455
V2_IMOTIF_2122,37.69,0.431
V2_IMOTIF_2123,21.61,0.0
V2_IMOTIF_2124,39.93,0.379
V2_IMOTIF_2125,38.16,0.372
V2_IMOTIF_2126,40.02,0.327
V2_IMOTIF_2127,32.83,0.33
V2_IMOTIF_2128,38.44,0.247
V2_IMOTIF_2129,25.59,0.38
V2_IMOTIF_213,-0.56,0.0
V2_IMOTIF_2130,21.99,0.378
V2_IMOTIF_2131,26.47,0.369
V2_IMOTIF_2132,21.6,0.0
V2_IMOTIF_2133,20.52,0.0
V2_IMOTIF_2134,12.29,0.0
V2_IMOTIF_2135,23.2,0.0
V2_IMOTIF_2136,31.07,0.322
V2_IMOTIF_2137,40.38,0.324
V2_IMOTIF_2138,11.42,0.442
V2_IMOTIF_2139,21.24,0.264
V2_IMOTIF_214,-0.3,0.0
V2_IMOTIF_2140,25.95,0.487
V2_IMOTIF_2141,15.19,0.487
V2_IMOTIF_2142,29.24,0.45
V2_IMOTIF_2143,29.19,0.444
V2_IMOTIF_2144,19.73,0.441
V2_IMOTIF_2145,17.88,0.441
V2_IMOTIF_2146,16.22,0.481
V2_IMOTIF_2147,26.87,0.492
V2_IMOTIF_2148,16.81,0.421
V2_IMOTIF_2149,16.37,0.405
V2_IMOTIF_215,-0.44,0.0
V2_IMOTIF_2150,30.53,0.475
V2_IMOTIF_2151,41.5,0.302
V2_IMOTIF_2152,43.48,0.323
V2_IMOTIF_2153,24.67,0.0
V2_IMOTIF_2154,21.9,0.0
V2_IMOTIF_2155,22.85,0.416
V2_IMOTIF_2156,22.12,0.416
V2_IMOTIF_2157,15.41,0.402
V2_IMOTIF_2158,2.44,0.0
V2_IMOTIF_2159,12.79,0.0
V2_IMOTIF_216,2.38,0.0
V2_IMOTIF_2160,13.31,0.0
V2_IMOTIF_2161,24.07,0.331
V2_IMOTIF_2162,24.56,0.389
V2_IMOTIF_2163,18.69,0.388
V2_IMOTIF_2164,28.65,0.393
V2_IMOTIF_2165,15.89,0.413
V2_IMOTIF_2166,14.19,0.468
V2_IMOTIF_2167,27.14,0.4
V2_IMOTIF_2168,19.37,0.0
V2_IMOTIF_2169,41.21,0.326
V2_IMOTIF_217,-0.45,0.0
V2_IMOTIF_2170,31.6,0.357
V2_IMOTIF_2171,38.51,0.365
V2_IMOTIF_2172,31.68,0.367
V2_IMOTIF_2173,27.55,0.402
V2_IMOTIF_2174,23.63,0.47
V2_IMOTIF_2175,28.82,0.431
V2_IMOTIF_2176,32.21,0.437
V2_IMOTIF_2177,21.85,0.446
V2_IMOTIF_2178,20.37,0.378
V2_IMOTIF_2179,22.06,0.44
V2_IMOTIF_218,-0.38,0.0
V2_IMOTIF_2180,15.69,0.378
V2_IMOTIF_2181,24.19,0.39
V2_IMOTIF_2182,11.37,0.392
V2_IMOTIF_2183,14.06,0.415
V2_IMOTIF_2184,1.81,0.447
V2_IMOTIF_2185,24.59,0.45
V2_IMOTIF_2186,25.92,0.322
V2_IMOTIF_2187,21.25,0.358
V2_IMOTIF_2188,16.4,0.476
V2_IMOTIF_2189,36.32,0.332
V2_IMOTIF_219,-0.48,0.0
V2_IMOTIF_2190,21.14,0.44
V2_IMOTIF_2191,23.39,0.44
V2_IMOTIF_2192,25.03,0.447
V2_IMOTIF_2193,17.93,0.441
V2_IMOTIF_2194,25.02,0.443
V2_IMOTIF_2195,40.18,0.379
V2_IMOTIF_2196,38.84,0.385
V2_IMOTIF_2197,32.16,0.277
V2_IMOTIF_2198,34.77,0.284
V2_IMOTIF_2199,33.48,0.328
V2_IMOTIF_22,-0.39,0.0
V2_IMOTIF_220,1.19,0.0
V2_IMOTIF_2200,29.31,0.223
V2_IMOTIF_2201,20.36,0.334
V2_IMOTIF_2202,30.51,0.0
V2_IMOTIF_2203,22.44,0.0
V2_IMOTIF_2204,32.73,0.33
V2_IMOTIF_2205,30.68,0.334
V2_IMOTIF_2206,24.38,0.463
V2_IMOTIF_2207,30.02,0.404
V2_IMOTIF_2208,40.06,0.0
V2_IMOTIF_2209,37.26,0.314
V2_IMOTIF_221,-0.47,0.0
V2_IMOTIF_2210,30.75,0.315
V2_IMOTIF_2211,25.89,0.404
V2_IMOTIF_2212,24.58,0.356
V2_IMOTIF_2213,47.32,0.299
V2_IMOTIF_2214,34.67,0.362
V2_IMOTIF_2215,30.88,0.374
V2_IMOTIF_2216,22.7,0.095
V2_IMOTIF_2217,20.34,0.095
V2_IMOTIF_2218,21.41,0.095
V2_IMOTIF_2219,10.49,0.0
