New_ID,iMab100nM_6.5_5,imseeker
V2_IMOTIF_7812,15.49,0.35
V2_IMOTIF_7813,9.78,0.418
V2_IMOTIF_7814,2.67,0.0
V2_IMOTIF_7815,-0.37,0.0
V2_IMOTIF_7816,14.39,0.0
V2_IMOTIF_7817,15.88,0.416
V2_IMOTIF_7818,-0.43,0.441
V2_IMOTIF_7819,15.18,0.368
V2_IMOTIF_782,4.38,0.0
V2_IMOTIF_7820,5.44,0.351
V2_IMOTIF_7821,2.18,0.44
V2_IMOTIF_7822,5.41,0.403
V2_IMOTIF_7823,-0.43,0.336
V2_IMOTIF_7824,0.69,0.415
V2_IMOTIF_7825,-0.32,0.304
V2_IMOTIF_7826,-0.32,0.0
V2_IMOTIF_7827,12.8,0.0
V2_IMOTIF_7828,-0.23,0.343
V2_IMOTIF_7829,1.12,0.388
V2_IMOTIF_783,14.17,0.0
V2_IMOTIF_7830,-0.17,0.414
V2_IMOTIF_7831,1.71,0.415
V2_IMOTIF_7832,-0.2,0.0
V2_IMOTIF_7833,0.56,0.0
V2_IMOTIF_7834,17.15,0.438
V2_IMOTIF_7835,15.15,0.434
V2_IMOTIF_7836,17.41,0.379
V2_IMOTIF_7837,10.21,0.407
V2_IMOTIF_7838,0.63,0.0
V2_IMOTIF_7839,6.48,0.436
V2_IMOTIF_784,-0.45,0.0
V2_IMOTIF_7840,23.73,0.459
V2_IMOTIF_7841,29.14,0.467
V2_IMOTIF_7842,16.88,0.382
V2_IMOTIF_7843,19.64,0.454
V2_IMOTIF_7844,16.03,0.463
V2_IMOTIF_7845,17.55,0.355
V2_IMOTIF_7846,6.35,0.352
V2_IMOTIF_7847,13.04,0.0
V2_IMOTIF_7848,0.06,0.426
V2_IMOTIF_7849,11.95,0.0
V2_IMOTIF_785,16.28,0.0
V2_IMOTIF_7850,1.41,0.0
V2_IMOTIF_7851,1.51,0.461
V2_IMOTIF_7852,26.35,0.432
V2_IMOTIF_7853,15.79,0.0
V2_IMOTIF_7854,6.3,0.466
V2_IMOTIF_7855,11.78,0.426
V2_IMOTIF_7856,21.77,0.453
V2_IMOTIF_7857,20.3,0.494
V2_IMOTIF_7858,7.2,0.486
V2_IMOTIF_7859,-0.13,0.406
V2_IMOTIF_786,17.31,0.359
V2_IMOTIF_7860,13.48,0.0
V2_IMOTIF_7861,0.53,0.0
V2_IMOTIF_7862,11.29,0.386
V2_IMOTIF_7863,14.54,0.471
V2_IMOTIF_7864,14.65,0.438
V2_IMOTIF_7865,33.75,0.42
V2_IMOTIF_7866,20.25,0.439
V2_IMOTIF_7867,16.16,0.0
V2_IMOTIF_7868,10.48,0.0
V2_IMOTIF_7869,13.01,0.0
V2_IMOTIF_787,-0.18,0.0
V2_IMOTIF_7870,0.89,0.396
V2_IMOTIF_7871,-0.12,0.0
V2_IMOTIF_7872,4.4,0.0
V2_IMOTIF_7873,1.76,0.349
V2_IMOTIF_7874,-0.51,0.0
V2_IMOTIF_7875,11.06,0.448
V2_IMOTIF_7876,18.91,0.48
V2_IMOTIF_7877,19.83,0.431
V2_IMOTIF_7878,-0.31,0.364
V2_IMOTIF_7879,13.38,0.419
V2_IMOTIF_788,-0.49,0.0
V2_IMOTIF_7880,12.81,0.468
V2_IMOTIF_7881,6.1,0.0
V2_IMOTIF_7882,1.77,0.423
V2_IMOTIF_7883,-0.16,0.387
V2_IMOTIF_7884,4.42,0.445
V2_IMOTIF_7885,31.46,0.454
V2_IMOTIF_7886,16.87,0.389
V2_IMOTIF_7887,30.22,0.452
V2_IMOTIF_7888,-0.48,0.481
V2_IMOTIF_7889,3.26,0.0
V2_IMOTIF_789,-0.33,0.0
V2_IMOTIF_7890,-0.24,0.0
V2_IMOTIF_7891,-0.23,0.33
V2_IMOTIF_7892,1.46,0.0
V2_IMOTIF_7893,6.67,0.396
V2_IMOTIF_7894,16.22,0.0
V2_IMOTIF_7895,25.89,0.0
V2_IMOTIF_7896,-0.33,0.0
V2_IMOTIF_7897,0.79,0.0
V2_IMOTIF_7898,-0.4,0.0
V2_IMOTIF_7899,18.73,0.363
V2_IMOTIF_79,-0.44,0.0
V2_IMOTIF_790,19.81,0.249
V2_IMOTIF_7900,32.08,0.432
V2_IMOTIF_7901,24.19,0.354
V2_IMOTIF_7902,16.18,0.0
V2_IMOTIF_7903,-0.09,0.0
V2_IMOTIF_7904,27.02,0.296
V2_IMOTIF_7905,21.93,0.415
V2_IMOTIF_7906,13.44,0.435
V2_IMOTIF_7907,0.92,0.0
V2_IMOTIF_7908,1.31,0.0
V2_IMOTIF_7909,3.79,0.0
V2_IMOTIF_791,-0.2,0.0
V2_IMOTIF_7910,-0.36,0.0
V2_IMOTIF_7911,16.37,0.0
V2_IMOTIF_7912,22.86,0.0
V2_IMOTIF_7913,28.28,0.426
V2_IMOTIF_7914,21.83,0.478
V2_IMOTIF_7915,29.93,0.404
V2_IMOTIF_7916,16.25,0.375
V2_IMOTIF_7917,-0.39,0.415
V2_IMOTIF_7918,17.85,0.0
V2_IMOTIF_7919,18.38,0.0
V2_IMOTIF_792,2.18,0.306
V2_IMOTIF_7920,-0.38,0.421
V2_IMOTIF_7921,29.55,0.455
V2_IMOTIF_7922,-0.41,0.0
V2_IMOTIF_7923,-0.44,0.0
V2_IMOTIF_7924,3.06,0.0
V2_IMOTIF_7925,20.42,0.428
V2_IMOTIF_7926,10.66,0.446
V2_IMOTIF_7927,4.39,0.443
V2_IMOTIF_7928,1.15,0.33
V2_IMOTIF_7929,13.74,0.448
V2_IMOTIF_793,10.53,0.257
V2_IMOTIF_7930,22.45,0.362
V2_IMOTIF_7931,-0.36,0.406
V2_IMOTIF_7932,-0.21,0.502
V2_IMOTIF_7933,5.29,0.397
V2_IMOTIF_7934,24.94,0.323
V2_IMOTIF_7935,16.12,0.313
V2_IMOTIF_7936,17.13,0.374
V2_IMOTIF_7937,3.52,0.417
V2_IMOTIF_7938,9.16,0.31
V2_IMOTIF_7939,7.42,0.0
V2_IMOTIF_794,-0.42,0.51
V2_IMOTIF_7940,0.07,0.384
V2_IMOTIF_7941,20.82,0.432
V2_IMOTIF_7942,29.76,0.429
V2_IMOTIF_7943,24.98,0.449
V2_IMOTIF_7944,-0.22,0.368
V2_IMOTIF_7945,-0.43,0.0
V2_IMOTIF_7946,3.73,0.0
V2_IMOTIF_7947,18.09,0.391
V2_IMOTIF_7948,1.15,0.281
V2_IMOTIF_7949,2.24,0.419
V2_IMOTIF_795,-0.42,0.0
V2_IMOTIF_7950,18.7,0.0
V2_IMOTIF_7951,9.73,0.441
V2_IMOTIF_7952,0.13,0.568
V2_IMOTIF_7953,16.25,0.0
V2_IMOTIF_7954,-0.35,0.0
V2_IMOTIF_7955,20.02,0.0
V2_IMOTIF_7956,9.75,0.424
V2_IMOTIF_7957,4.35,0.0
V2_IMOTIF_7958,18.36,0.0
V2_IMOTIF_7959,-0.23,0.446
V2_IMOTIF_796,0.27,0.379
V2_IMOTIF_7960,4.96,0.0
V2_IMOTIF_7961,0.93,0.324
V2_IMOTIF_7962,14.37,0.493
V2_IMOTIF_7963,14.11,0.505
V2_IMOTIF_7964,3.24,0.0
V2_IMOTIF_7965,11.7,0.419
V2_IMOTIF_7966,-0.34,0.0
V2_IMOTIF_7967,0.08,0.472
V2_IMOTIF_7968,14.75,0.0
V2_IMOTIF_7969,6.83,0.0
V2_IMOTIF_797,-0.22,0.0
V2_IMOTIF_7970,-0.47,0.0
V2_IMOTIF_7971,14.53,0.0
V2_IMOTIF_7972,22.98,0.363
V2_IMOTIF_7973,0.62,0.409
V2_IMOTIF_7974,-0.31,0.0
V2_IMOTIF_7975,16.99,0.0
V2_IMOTIF_7976,1.7,0.0
V2_IMOTIF_7977,-0.49,0.327
V2_IMOTIF_7978,-0.44,0.0
V2_IMOTIF_7979,20.54,0.0
V2_IMOTIF_798,-0.44,0.0
V2_IMOTIF_7980,18.41,0.461
V2_IMOTIF_7981,24.46,0.471
V2_IMOTIF_7982,23.06,0.359
V2_IMOTIF_7983,-0.26,0.316
V2_IMOTIF_7984,-0.41,0.0
V2_IMOTIF_7985,22.72,0.0
V2_IMOTIF_7986,21.49,0.0
V2_IMOTIF_7987,1.06,0.413
V2_IMOTIF_7988,3.64,0.437
V2_IMOTIF_7989,18.79,0.47
V2_IMOTIF_799,23.51,0.242
V2_IMOTIF_7990,29.2,0.431
V2_IMOTIF_7991,-0.33,0.0
V2_IMOTIF_7992,10.58,0.311
V2_IMOTIF_7993,37.05,0.419
V2_IMOTIF_7994,13.37,0.0
V2_IMOTIF_7995,13.51,0.393
V2_IMOTIF_7996,1.35,0.0
V2_IMOTIF_7997,27.86,0.465
V2_IMOTIF_7998,28.37,0.376
V2_IMOTIF_7999,12.22,0.0
V2_IMOTIF_8,-0.51,0.0
V2_IMOTIF_80,-0.37,0.0
V2_IMOTIF_800,15.45,0.41
V2_IMOTIF_8000,0.46,0.461
V2_IMOTIF_8001,0.03,0.0
V2_IMOTIF_8002,26.86,0.499
V2_IMOTIF_8003,-0.43,0.458
V2_IMOTIF_8004,10.23,0.412
V2_IMOTIF_8005,0.19,0.0
V2_IMOTIF_8006,12.43,0.379
V2_IMOTIF_8007,23.05,0.0
V2_IMOTIF_8008,2.38,0.518
V2_IMOTIF_8009,23.33,0.385
V2_IMOTIF_801,-0.23,0.364
V2_IMOTIF_8010,0.96,0.0
V2_IMOTIF_8011,23.97,0.0
V2_IMOTIF_8012,-0.43,0.401
V2_IMOTIF_8013,13.31,0.366
V2_IMOTIF_8014,7.72,0.375
V2_IMOTIF_8015,-0.46,0.0
V2_IMOTIF_8016,12.36,0.43
V2_IMOTIF_8017,3.78,0.0
V2_IMOTIF_8018,23.16,0.0
V2_IMOTIF_8019,5.21,0.0
V2_IMOTIF_802,11.76,0.316
V2_IMOTIF_8020,12.81,0.52
V2_IMOTIF_8021,20.75,0.476
V2_IMOTIF_8022,15.85,0.0
V2_IMOTIF_8023,5.46,0.0
V2_IMOTIF_8024,7.66,0.0
V2_IMOTIF_8025,3.17,0.0
V2_IMOTIF_8026,0.8,0.0
V2_IMOTIF_8027,11.0,0.275
V2_IMOTIF_8028,9.39,0.382
V2_IMOTIF_8029,31.69,0.306
V2_IMOTIF_803,-0.42,0.0
V2_IMOTIF_8030,15.32,0.316
V2_IMOTIF_8031,13.74,0.34
V2_IMOTIF_8032,2.82,0.33
V2_IMOTIF_8033,0.13,0.0
V2_IMOTIF_8034,22.17,0.38
V2_IMOTIF_8035,18.02,0.0
V2_IMOTIF_8036,13.65,0.0
V2_IMOTIF_8037,11.61,0.469
V2_IMOTIF_8038,7.05,0.0
V2_IMOTIF_8039,19.54,0.438
V2_IMOTIF_804,-0.35,0.0
V2_IMOTIF_8040,13.11,0.441
V2_IMOTIF_8041,-0.23,0.439
V2_IMOTIF_8042,-0.44,0.0
V2_IMOTIF_8043,-0.4,0.0
V2_IMOTIF_8044,19.71,0.335
V2_IMOTIF_8045,21.65,0.478
V2_IMOTIF_8046,15.25,0.0
V2_IMOTIF_8047,12.3,0.467
V2_IMOTIF_8048,20.65,0.0
V2_IMOTIF_8049,22.6,0.29
V2_IMOTIF_805,14.49,0.0
V2_IMOTIF_8050,30.9,0.271
V2_IMOTIF_8051,19.38,0.0
V2_IMOTIF_8052,27.46,0.244
V2_IMOTIF_8053,10.1,0.449
V2_IMOTIF_8054,22.41,0.336
V2_IMOTIF_8055,4.52,0.0
V2_IMOTIF_8056,17.92,0.438
V2_IMOTIF_8057,5.84,0.0
V2_IMOTIF_8058,25.49,0.0
V2_IMOTIF_8059,0.78,0.0
V2_IMOTIF_806,0.42,0.39
V2_IMOTIF_8060,18.44,0.457
V2_IMOTIF_8061,34.43,0.394
V2_IMOTIF_8062,21.44,0.306
V2_IMOTIF_8063,33.54,0.325
V2_IMOTIF_8064,0.32,0.421
V2_IMOTIF_8065,21.92,0.383
V2_IMOTIF_8066,6.23,0.498
V2_IMOTIF_8067,1.94,0.39
V2_IMOTIF_8068,13.83,0.0
V2_IMOTIF_8069,25.59,0.417
V2_IMOTIF_807,4.29,0.402
V2_IMOTIF_8070,30.47,0.288
V2_IMOTIF_8071,19.08,0.358
V2_IMOTIF_8072,19.69,0.438
V2_IMOTIF_8073,1.29,0.0
V2_IMOTIF_8074,21.15,0.42
V2_IMOTIF_8075,3.64,0.39
V2_IMOTIF_8076,13.52,0.446
V2_IMOTIF_8077,13.62,0.422
V2_IMOTIF_8078,18.76,0.46
V2_IMOTIF_8079,17.17,0.375
V2_IMOTIF_808,-0.44,0.37
V2_IMOTIF_8080,16.7,0.432
V2_IMOTIF_8081,19.54,0.445
V2_IMOTIF_8082,2.15,0.0
V2_IMOTIF_8083,12.19,0.403
V2_IMOTIF_8084,25.04,0.449
V2_IMOTIF_8085,19.05,0.45
V2_IMOTIF_8086,13.81,0.36
V2_IMOTIF_8087,16.19,0.0
V2_IMOTIF_8088,25.17,0.348
V2_IMOTIF_8089,16.98,0.451
V2_IMOTIF_809,-0.43,0.0
V2_IMOTIF_8090,23.07,0.454
V2_IMOTIF_8091,21.09,0.343
V2_IMOTIF_8092,12.23,0.403
V2_IMOTIF_8093,20.73,0.0
V2_IMOTIF_8094,32.19,0.392
V2_IMOTIF_8095,23.49,0.399
V2_IMOTIF_8096,28.36,0.45
V2_IMOTIF_8097,-0.4,0.0
V2_IMOTIF_8098,18.85,0.0
V2_IMOTIF_8099,4.52,0.0
V2_IMOTIF_81,-0.42,0.0
V2_IMOTIF_810,0.57,0.32
V2_IMOTIF_8100,18.79,0.377
V2_IMOTIF_8101,24.37,0.345
V2_IMOTIF_8102,23.57,0.371
V2_IMOTIF_8103,28.89,0.282
V2_IMOTIF_8104,19.97,0.0
V2_IMOTIF_8105,8.02,0.0
V2_IMOTIF_8106,17.25,0.44
V2_IMOTIF_8107,15.01,0.465
V2_IMOTIF_8108,6.01,0.469
V2_IMOTIF_8109,11.24,0.547
V2_IMOTIF_811,-0.44,0.452
V2_IMOTIF_8110,0.11,0.386
V2_IMOTIF_8111,22.18,0.0
V2_IMOTIF_8112,13.37,0.366
V2_IMOTIF_8113,11.37,0.0
V2_IMOTIF_8114,30.24,0.288
V2_IMOTIF_8115,26.54,0.357
V2_IMOTIF_8116,20.35,0.45
V2_IMOTIF_8117,7.72,0.297
V2_IMOTIF_8118,17.46,0.0
V2_IMOTIF_8119,10.18,0.486
V2_IMOTIF_812,-0.33,0.34
V2_IMOTIF_8120,-0.3,0.356
V2_IMOTIF_8121,24.82,0.518
V2_IMOTIF_8122,15.42,0.519
V2_IMOTIF_8123,0.24,0.0
V2_IMOTIF_8124,24.15,0.278
V2_IMOTIF_8125,-0.36,0.358
V2_IMOTIF_8126,30.06,0.378
V2_IMOTIF_8127,0.8,0.0
V2_IMOTIF_8128,10.75,0.0
V2_IMOTIF_8129,17.9,0.393
V2_IMOTIF_813,0.5,0.287
V2_IMOTIF_8130,11.66,0.359
V2_IMOTIF_8131,12.73,0.386
V2_IMOTIF_8132,-0.45,0.0
V2_IMOTIF_8133,19.57,0.536
V2_IMOTIF_8134,6.23,0.0
V2_IMOTIF_8135,22.57,0.0
V2_IMOTIF_8136,28.92,0.0
V2_IMOTIF_8137,17.11,0.0
V2_IMOTIF_8138,5.06,0.0
V2_IMOTIF_8139,10.22,0.0
V2_IMOTIF_814,-0.37,0.318
V2_IMOTIF_8140,0.69,0.474
V2_IMOTIF_8141,23.86,0.361
V2_IMOTIF_8142,18.76,0.379
V2_IMOTIF_8143,30.41,0.39
V2_IMOTIF_8144,2.63,0.507
V2_IMOTIF_8145,16.22,0.399
V2_IMOTIF_8146,4.36,0.0
V2_IMOTIF_8147,-0.39,0.0
V2_IMOTIF_8148,19.55,0.531
V2_IMOTIF_8149,8.78,0.544
V2_IMOTIF_815,-0.36,0.292
V2_IMOTIF_8150,22.65,0.314
V2_IMOTIF_8151,5.96,0.0
V2_IMOTIF_8152,25.19,0.339
V2_IMOTIF_8153,7.32,0.0
V2_IMOTIF_8154,5.12,0.442
V2_IMOTIF_8155,21.04,0.46
V2_IMOTIF_8156,12.35,0.0
V2_IMOTIF_8157,0.88,0.0
V2_IMOTIF_8158,0.6,0.416
V2_IMOTIF_8159,6.59,0.0
V2_IMOTIF_816,-0.42,0.401
V2_IMOTIF_8160,20.03,0.443
V2_IMOTIF_8161,15.11,0.0
V2_IMOTIF_8162,15.73,0.436
V2_IMOTIF_8163,26.5,0.43
V2_IMOTIF_8164,18.49,0.364
V2_IMOTIF_8165,-0.44,0.0
V2_IMOTIF_8166,15.74,0.458
V2_IMOTIF_8167,28.49,0.444
V2_IMOTIF_8168,11.57,0.44
V2_IMOTIF_8169,-0.39,0.0
V2_IMOTIF_817,-0.39,0.476
V2_IMOTIF_8170,17.59,0.48
V2_IMOTIF_8171,14.61,0.536
V2_IMOTIF_8172,17.94,0.348
V2_IMOTIF_8173,21.38,0.435
V2_IMOTIF_8174,7.7,0.447
V2_IMOTIF_8175,-0.39,0.0
V2_IMOTIF_8176,14.15,0.376
V2_IMOTIF_8177,-0.44,0.0
V2_IMOTIF_8178,31.15,0.372
V2_IMOTIF_8179,24.27,0.405
V2_IMOTIF_818,-0.34,0.471
V2_IMOTIF_8180,8.5,0.0
V2_IMOTIF_8181,9.43,0.34
V2_IMOTIF_8182,6.13,0.459
V2_IMOTIF_8183,-0.08,0.0
V2_IMOTIF_8184,23.06,0.268
V2_IMOTIF_8185,19.16,0.362
V2_IMOTIF_8186,8.34,0.389
V2_IMOTIF_8187,30.99,0.283
V2_IMOTIF_8188,1.85,0.469
V2_IMOTIF_8189,16.51,0.402
V2_IMOTIF_819,27.5,0.428
V2_IMOTIF_8190,19.35,0.292
V2_IMOTIF_8191,21.47,0.282
V2_IMOTIF_8192,19.74,0.0
V2_IMOTIF_8193,0.28,0.351
V2_IMOTIF_8194,-0.42,0.0
V2_IMOTIF_8195,13.72,0.0
V2_IMOTIF_8196,20.91,0.452
V2_IMOTIF_8197,6.36,0.439
V2_IMOTIF_8198,21.15,0.448
V2_IMOTIF_8199,22.96,0.402
V2_IMOTIF_82,-0.45,0.0
V2_IMOTIF_820,1.91,0.445
V2_IMOTIF_8200,11.13,0.0
V2_IMOTIF_8201,15.29,0.422
V2_IMOTIF_8202,25.49,0.405
V2_IMOTIF_8203,10.0,0.0
V2_IMOTIF_8204,16.56,0.349
V2_IMOTIF_8205,20.54,0.341
V2_IMOTIF_8206,35.62,0.39
V2_IMOTIF_8207,22.99,0.457
V2_IMOTIF_8208,1.07,0.386
V2_IMOTIF_8209,-0.31,0.0
V2_IMOTIF_821,0.93,0.0
V2_IMOTIF_8210,19.11,0.307
V2_IMOTIF_8211,-0.38,0.0
V2_IMOTIF_8212,26.05,0.0
V2_IMOTIF_8213,14.29,0.412
V2_IMOTIF_8214,2.8,0.0
V2_IMOTIF_8215,42.44,0.281
V2_IMOTIF_8216,28.46,0.353
V2_IMOTIF_8217,21.54,0.293
V2_IMOTIF_8218,31.65,0.452
V2_IMOTIF_8219,17.22,0.0
V2_IMOTIF_822,26.33,0.302
V2_IMOTIF_8220,25.85,0.364
V2_IMOTIF_8221,5.52,0.447
V2_IMOTIF_8222,18.01,0.472
V2_IMOTIF_8223,-0.23,0.0
V2_IMOTIF_8224,-0.35,0.0
V2_IMOTIF_8225,21.6,0.407
V2_IMOTIF_8226,34.5,0.371
V2_IMOTIF_8227,7.73,0.42
V2_IMOTIF_8228,30.95,0.393
V2_IMOTIF_8229,17.44,0.454
V2_IMOTIF_823,0.6,0.0
V2_IMOTIF_8230,10.9,0.0
V2_IMOTIF_8231,18.29,0.485
V2_IMOTIF_8232,14.83,0.0
V2_IMOTIF_8233,0.54,0.0
V2_IMOTIF_8234,19.91,0.312
V2_IMOTIF_8235,3.54,0.366
V2_IMOTIF_8236,8.09,0.443
V2_IMOTIF_8237,12.15,0.0
V2_IMOTIF_8238,10.82,0.0
V2_IMOTIF_8239,12.74,0.3
V2_IMOTIF_824,1.62,0.0
V2_IMOTIF_8240,10.31,0.0
V2_IMOTIF_8241,8.3,0.434
V2_IMOTIF_8242,2.62,0.0
V2_IMOTIF_8243,13.3,0.365
V2_IMOTIF_8244,17.34,0.284
V2_IMOTIF_8245,15.13,0.347
V2_IMOTIF_8246,18.88,0.0
V2_IMOTIF_8247,9.15,0.0
V2_IMOTIF_8248,4.28,0.335
V2_IMOTIF_8249,7.73,0.364
V2_IMOTIF_825,11.05,0.0
V2_IMOTIF_8250,2.05,0.0
V2_IMOTIF_8251,15.81,0.381
V2_IMOTIF_8252,-0.2,0.41
V2_IMOTIF_8253,20.31,0.338
V2_IMOTIF_8254,18.43,0.365
V2_IMOTIF_8255,-0.4,0.429
V2_IMOTIF_8256,12.86,0.298
V2_IMOTIF_8257,15.86,0.0
V2_IMOTIF_8258,1.04,0.0
V2_IMOTIF_8259,27.07,0.381
V2_IMOTIF_826,-0.26,0.0
V2_IMOTIF_8260,34.13,0.333
V2_IMOTIF_8261,36.22,0.395
V2_IMOTIF_8262,29.75,0.382
V2_IMOTIF_8263,25.22,0.464
V2_IMOTIF_8264,14.82,0.422
V2_IMOTIF_8265,9.66,0.42
V2_IMOTIF_8266,11.86,0.0
V2_IMOTIF_8267,26.21,0.488
V2_IMOTIF_8268,21.7,0.0
V2_IMOTIF_8269,13.74,0.0
V2_IMOTIF_827,3.67,0.0
V2_IMOTIF_8270,11.02,0.0
V2_IMOTIF_8271,19.64,0.341
V2_IMOTIF_8272,30.99,0.337
V2_IMOTIF_8273,11.27,0.0
V2_IMOTIF_8274,24.26,0.333
V2_IMOTIF_8275,1.05,0.0
V2_IMOTIF_8276,23.66,0.268
V2_IMOTIF_8277,18.3,0.239
V2_IMOTIF_8278,14.69,0.282
V2_IMOTIF_8279,26.67,0.354
V2_IMOTIF_828,-0.31,0.0
V2_IMOTIF_8280,5.15,0.0
V2_IMOTIF_8281,26.83,0.0
V2_IMOTIF_8282,2.57,0.478
V2_IMOTIF_8283,35.47,0.294
V2_IMOTIF_8284,0.32,0.0
V2_IMOTIF_8285,15.28,0.389
V2_IMOTIF_8286,24.33,0.26
V2_IMOTIF_8287,36.72,0.436
V2_IMOTIF_8288,20.2,0.459
V2_IMOTIF_8289,-0.38,0.0
V2_IMOTIF_829,4.16,0.225
V2_IMOTIF_8290,-0.36,0.0
V2_IMOTIF_8291,45.81,0.356
V2_IMOTIF_8292,28.99,0.401
V2_IMOTIF_8293,21.91,0.351
V2_IMOTIF_8294,7.99,0.0
V2_IMOTIF_8295,25.05,0.467
V2_IMOTIF_8296,3.87,0.0
V2_IMOTIF_8297,22.5,0.0
V2_IMOTIF_8298,6.22,0.386
V2_IMOTIF_8299,0.4,0.0
V2_IMOTIF_83,-0.42,0.0
V2_IMOTIF_830,-0.31,0.0
V2_IMOTIF_8300,-0.37,0.0
V2_IMOTIF_8301,16.46,0.0
V2_IMOTIF_8302,1.63,0.516
V2_IMOTIF_8303,20.07,0.43
V2_IMOTIF_8304,0.82,0.0
V2_IMOTIF_8305,2.71,0.466
V2_IMOTIF_8306,19.91,0.351
V2_IMOTIF_8307,22.46,0.0
V2_IMOTIF_8308,13.07,0.304
V2_IMOTIF_8309,25.97,0.236
V2_IMOTIF_831,-0.47,0.0
V2_IMOTIF_8310,25.84,0.194
V2_IMOTIF_8311,12.48,0.327
V2_IMOTIF_8312,5.68,0.0
V2_IMOTIF_8313,10.21,0.463
V2_IMOTIF_8314,22.39,0.25
V2_IMOTIF_8315,11.53,0.385
V2_IMOTIF_8316,28.82,0.265
V2_IMOTIF_8317,19.02,0.0
V2_IMOTIF_8318,40.51,0.0
V2_IMOTIF_8319,13.14,0.355
V2_IMOTIF_832,15.14,0.0
V2_IMOTIF_8320,20.05,0.284
V2_IMOTIF_8321,0.61,0.0
V2_IMOTIF_8322,-0.05,0.0
V2_IMOTIF_8323,20.15,0.445
V2_IMOTIF_8324,21.09,0.0
V2_IMOTIF_8325,19.1,0.0
V2_IMOTIF_8326,18.8,0.414
V2_IMOTIF_8327,24.43,0.45
V2_IMOTIF_8328,5.24,0.389
V2_IMOTIF_8329,24.35,0.361
V2_IMOTIF_833,11.48,0.349
V2_IMOTIF_8330,18.54,0.358
V2_IMOTIF_8331,-0.39,0.0
V2_IMOTIF_8332,22.08,0.355
V2_IMOTIF_8333,17.23,0.36
V2_IMOTIF_8334,34.93,0.398
V2_IMOTIF_8335,25.88,0.406
V2_IMOTIF_8336,22.72,0.0
V2_IMOTIF_8337,20.61,0.0
V2_IMOTIF_8338,14.71,0.468
V2_IMOTIF_8339,16.26,0.0
V2_IMOTIF_834,-0.34,0.436
V2_IMOTIF_8340,27.02,0.441
V2_IMOTIF_8341,8.45,0.0
V2_IMOTIF_8342,16.25,0.0
V2_IMOTIF_8343,11.93,0.446
V2_IMOTIF_8344,16.14,0.359
V2_IMOTIF_8345,15.91,0.42
V2_IMOTIF_8346,-0.06,0.376
V2_IMOTIF_8347,31.02,0.362
V2_IMOTIF_8348,4.53,0.379
V2_IMOTIF_8349,19.72,0.439
V2_IMOTIF_835,1.65,0.31
V2_IMOTIF_8350,10.67,0.403
V2_IMOTIF_8351,-0.39,0.0
V2_IMOTIF_8352,-0.26,0.0
V2_IMOTIF_8353,18.24,0.42
V2_IMOTIF_8354,0.22,0.398
V2_IMOTIF_8355,24.4,0.368
V2_IMOTIF_8356,18.63,0.418
V2_IMOTIF_8357,12.36,0.448
V2_IMOTIF_8358,-0.09,0.0
V2_IMOTIF_8359,16.05,0.438
V2_IMOTIF_836,17.26,0.0
V2_IMOTIF_8360,17.74,0.418
V2_IMOTIF_8361,21.82,0.0
V2_IMOTIF_8362,-0.21,0.0
V2_IMOTIF_8363,11.13,0.435
V2_IMOTIF_8364,14.08,0.0
V2_IMOTIF_8365,1.52,0.0
V2_IMOTIF_8366,12.71,0.439
V2_IMOTIF_8367,0.38,0.0
V2_IMOTIF_8368,10.9,0.401
V2_IMOTIF_8369,18.63,0.371
V2_IMOTIF_837,1.0,0.477
V2_IMOTIF_8370,21.6,0.379
V2_IMOTIF_8371,7.77,0.425
V2_IMOTIF_8372,14.75,0.452
V2_IMOTIF_8373,8.56,0.0
V2_IMOTIF_8374,13.56,0.475
V2_IMOTIF_8375,12.56,0.387
V2_IMOTIF_8376,21.46,0.39
V2_IMOTIF_8377,19.47,0.362
V2_IMOTIF_8378,12.6,0.457
V2_IMOTIF_8379,20.06,0.456
V2_IMOTIF_838,0.8,0.0
V2_IMOTIF_8380,19.62,0.392
V2_IMOTIF_8381,21.84,0.362
V2_IMOTIF_8382,25.12,0.349
V2_IMOTIF_8383,19.06,0.378
V2_IMOTIF_8384,0.27,0.0
V2_IMOTIF_8385,23.22,0.427
V2_IMOTIF_8386,8.93,0.467
V2_IMOTIF_8387,12.72,0.45
V2_IMOTIF_8388,1.39,0.0
V2_IMOTIF_8389,2.59,0.0
V2_IMOTIF_839,-0.12,0.0
V2_IMOTIF_8390,14.45,0.451
V2_IMOTIF_8391,21.38,0.362
V2_IMOTIF_8392,47.5,0.381
V2_IMOTIF_8393,33.39,0.349
V2_IMOTIF_8394,28.54,0.411
V2_IMOTIF_8395,28.98,0.443
V2_IMOTIF_8396,21.35,0.433
V2_IMOTIF_8397,18.51,0.449
V2_IMOTIF_8398,6.46,0.454
V2_IMOTIF_8399,0.88,0.401
V2_IMOTIF_84,-0.44,0.0
V2_IMOTIF_840,5.62,0.0
V2_IMOTIF_8400,22.11,0.255
V2_IMOTIF_8401,31.69,0.275
V2_IMOTIF_8402,9.81,0.397
V2_IMOTIF_8403,24.22,0.253
V2_IMOTIF_8404,20.53,0.399
V2_IMOTIF_8405,0.82,0.0
V2_IMOTIF_8406,14.62,0.0
V2_IMOTIF_8407,15.88,0.0
V2_IMOTIF_8408,23.11,0.35
